post_id,created_at,user_name,text,qwen_label
5142235871971528,Sun Mar 09 10:40:33 +0800 2025,人物,#那些生活中被我们忽视的小风险##人比想象中脆皮太多#将近百份的「人类生存小tips」中，「抱有侥幸心理」是最频繁被提到的用词，老化的瓷砖、熟悉的路线、超载的电梯——日常生活中习以为常的组成部分，也可能会成为意外的始作俑者。除此之外，「着急」和「低头看手机」也是导致意外发生的主要原因。打 ...全文,其他
5140739491889618,Wed Mar 05 07:34:28 +0800 2025,云南省凤梨,这个男生能嫁吗男 186 有长期健身计划 增肌中【首先这个男生呢 186我们就不用过五减三了 因为他至少有180 超过180的男生的身高报的还是比较准的 但是呢 他这里没有写他的体重 只写了有长期的健身计划 括号 增肌中 这说明什么呢 说明这个男生 可能是个细狗 就是健身和肌肉都不是很理想的一个状态】...全文,其他
5140471751901304,Tue Mar 04 13:50:33 +0800 2025,ChooseanyfantasyyoulikE,去年刚到广州的时候不懂事公司附近城中村租的房，又小又破又贵，想着工资高咬咬牙也能坚持了，结果签合同那天公司又变卦了，底薪跟长沙没区别，同事拿两万的工资都是提成，我刚进去没有任何资源自然是拿不到任何提成的，拿吃饭都不够的钱还要做同事们两倍的活（美名其曰学习）。上了一个月加班加到深夜 ...全文,其他
5140236052993907,Mon Mar 03 22:13:59 +0800 2025,庄建三局_演唱会被面包翻牌版,黄霄云#黄霄云首张原创专辑##黄霄云2025巡演首站3.22广州##今天飘来一朵云##黄霄云宇宙无敌号北京演唱会#每每看到北京地铁都会想起去年的11月1日那是最美好的时刻，第一次去看面包演唱会，一个人翘了两节课从哈尔滨飞到北京。从首都机场坐地铁到三元桥，然后走到一个比厕所隔间还小的酒店 ...全文,其他
5140134861999036,Mon Mar 03 15:31:53 +0800 2025,珠江一条鱼,广州白云城管“三招”让共享单车“归位”，畅通出行“最后一公里”广州白云城管“三招”让共享单车“归位”，畅通出行“最后一公里”,正面反馈
5140113841195472,Mon Mar 03 14:08:21 +0800 2025,乐玩日志,#带着微博去旅行##微博旅行家##春游季#🌿 阳春三月，来科学城绿道找寻春天的气息吧！春天的广州，绿意盎然，空气清新，最适合来一次轻徒步+森林氧吧之旅！而科学城空中绿道，就是这样一个绝佳的城市绿洲，让你在都市中感受大自然的治愈力。云端绿道｜俯瞰科城，感受森林环抱的惬意🌿 云端 ...全文,正面反馈
5140113627022280,Mon Mar 03 14:07:30 +0800 2025,garmenmen,2025-3-2到广州国际生物岛环岛骑行啦！这个地方人少景美，扫一辆共享单车骑行一两个小时很舒服。广州广州·广州国际生物岛,正面反馈
5139151839567715,Fri Feb 28 22:25:42 +0800 2025,2019N08Y05R,神马情况啊，一个共享单车都没有广州,投诉
5139001344001473,Fri Feb 28 12:27:41 +0800 2025,冰泡芙莎,我请问呢，谁这么机灵把 共享单车 的前轮锁起来是买不起单车还要霸占公共资源享受VIP待遇吗…谁给你的脸呢…广州·广州大学（大学城校区）,投诉
5138789179328710,Thu Feb 27 22:24:37 +0800 2025,吃不饱的小黄书,犹豫了很久最终还是决定了2.22和2.23这两天疯狂的特种兵行程。本来觉得不着急买vip票的结果没想到限量三十多张，想买的时候点开发现没了瞬间死去。在这里感谢多了张票原价出我的活蝶@小狗羊在屋企瞓覺-暫休版你就是我蝶第一次远征老广，也是梦回在广西上学的时候坐飞机来回，好不容易来一次 ...全文,其他
5135169842843291,Mon Feb 17 22:42:40 +0800 2025,乳白色狗,在广州有个这个真的好方便。。。不过这个车真的好吵比较优雅的又很贵我恨这个世界,其他
5134799268742864,Sun Feb 16 22:10:08 +0800 2025,全直食堂,33059【庙庙庙】鱼丸子想要在g市买房这是大家脑内发生的变化预警：内含大量造谣和大量吐槽，私以为完全属实的无可挑剔的血泪交织的鱼丸子准备在广州买房，在选地段环节就已经卡住：到底是选在价格昂贵生活成本高但是离战队近的珠江新城，还是相对性价比高一点但是因为校园的高墙林立所以他能享受 ...全文,其他
